datetime_utc,time,open,high,low,close,Growth Arrow,VIX,Global Bottom,Local Bottom,Infl Osc (Hist),Infl Oscillator,Infl Signal,Risk Oscillator,Risk Signal,Macro Infl (C-BEI),Macro Risk (VIX),Macro Base,β Pure (×1000),β Risk (×1000),Pure Hedge Signal,Risk Contamination,VIX Short,VIX Long,USDJPY Flash Z,ES Flash Z,VIX Flash Z
2026-05-08T01:00:00Z,1778202000,79796.2,79871,79566,79706.3,48,17.07,0,0,-31,-31,-23.64065206097721,-13,-10.85789965639314,-486.23199101654245,-570.9829592432975,-500,-35.6732198375018,373.4839023275432,0,0,19,20.56,0.1481450260005865,1.5849395141781766,-1.7008453845901184
2026-05-08T01:30:00Z,1778203800,79706.1,79815.9,79659.9,79699.9,48,17.07,0,0,-31,-31,-25.11252164878177,-13,-11.286319725114513,-487.95765967345056,-571.1068286360935,-500,-36.33777479304431,373.41830179896107,0,0,19.05,20.6,0.10197236687358409,1.220674585424066,-0.9864640278330169
2026-05-08T02:00:00Z,1778205600,79700,79715.2,79288,79450,48,17.07,0,0,-31,-31,-26.290017319025416,-13,-11.62905578009161,-489.66613030097676,-571.2415169514627,-500,-36.78081143007265,373.37456811323966,0,0,19.1,20.67,0.31913433749140396,0.5970553028651112,0.03501581303944351
2026-05-08T02:30:00Z,1778207400,79450,79642.7,79401.5,79449.7,48,17.07,0,0,-31,-31,-27.232013855220334,-14,-12.103244624073287,-491.2777668523955,-571.3308530959799,-500,-37.07616918809155,373.3454123227587,0,0,19.15,20.67,0.17243619087017334,0.25648972234427986,0.3897897010137857
2026-05-08T03:00:00Z,1778209200,79449.7,79592.3,79137.4,79547.1,48,17.07,0,0,-31,-31,-27.985611084176266,-14,-12.48259569925863,-492.9516034480352,-571.3594137427735,-500,-37.27307436010415,373.32597512910473,0,0,19.2,20.65,-0.21565149052391477,-0.02837361234379479,0.9962567800400203
2026-05-08T03:30:00Z,1778211000,79547.2,79634.6,79520.2,79540,48,17.07,0,0,-31,-31,-28.588488867341013,-14,-12.786076559406904,-494.61052615942486,-571.4546039005687,-500,-37.40434447477921,373.31301700000216,0,0,19.15,20.68,-0.06381268567895831,-0.14723392147569994,0.9859051718321861
2026-05-08T04:00:00Z,1778212800,79539.9,79723.3,79535.3,79688.6,48,17.07,0,0,-31,-31,-29.07079109387281,-14,-13.028861247525523,-496.23517476021726,-571.4811022646645,-500,-37.491857884562585,373.30437824726704,0,0,19.2,20.65,0.005576687754910911,-0.12285179686797557,0.9716598727467037
2026-05-08T04:30:00Z,1778214600,79688.6,79698.5,79506.4,79619,48,17.07,0,0,-31,-31,-29.456632875098247,-15,-13.423088998020418,-497.78056502700014,-571.550262854659,-500,-37.550200157751505,373.298619078777,0,0,19.15,20.65,-0.10865619650618086,0.02346872683821347,0.35342097805195866
2026-05-08T05:00:00Z,1778216400,79618.9,79637.6,79557,79586.2,48,17.07,0,0,-31,-31,-29.7653063000786,-15,-13.738471198416335,-499.3961547656414,-571.6387054971094,-500,-37.58909500654411,373.2947796331169,0,0,19.08,20.6,0.010381960194984597,0.21798626084992512,-0.3755234320245151
2026-05-08T05:30:00Z,1778218200,79586.3,79743.8,79560.2,79560.2,48,17.07,0,0,-31,-31,-30.01224504006288,-15,-13.990776958733068,-501.084506486004,-571.7947472799001,-500,-37.61502490573919,373.29222000267686,0,0,19,20.6,0.08576052040843649,0.21479264391545308,-1.1434345257335805
2026-05-08T06:00:00Z,1778220000,79560.2,79616,79402.7,79510.3,48,17.07,0,0,-31,-31,-30.209796032050303,-15,-14.192621566986455,-502.81497238626787,-571.9197904681488,-500,-37.63231150520257,373.29051358238354,0,0,18.95,20.51,-0.12189267393706113,0.35622215248106043,-1.1277496180683033
2026-05-08T06:30:00Z,1778221800,79510.4,79562.4,79370,79484.1,48,17.07,0,0,-31,-31,-30.367836825640243,-16,-14.554097253589164,-504.4483387657377,-572.0826383115559,-500,-37.643835904844835,373.28937596885464,0,0,18.95,20.56,-0.04353080205999141,0.4013306680488291,-1.3961797898846737
2026-05-08T07:00:00Z,1778223600,79484.1,79484.1,79208,79318.6,48,17.07,0,0,-31,-31,-30.494269460512193,-16,-14.84327780287133,-505.87900690873755,-572.1461334087385,-500,-37.65151883793967,373.2886175598354,0,0,19.1,20.6,-0.02070326285412064,0.12335613277455122,-0.2037845062550035
2026-05-08T07:30:00Z,1778225400,79318.5,79690,79318.5,79635,48,17.07,0,0,-31,-31,-30.595415568409756,-16,-15.074622242297064,-507.30316121607257,-572.2276774266434,-500,-37.65664079333623,373.2881119538226,0,0,19.05,20.57,-0.1089764499034068,0.1056407353857308,-0.08570562900398072
2026-05-08T08:00:00Z,1778227200,79635,79744.4,79626,79716.1,48,17.07,0,0,-31,-31,-30.676332454727806,-16,-15.25969779383765,-508.80456465675985,-572.3350059731796,-500,-37.66005543026726,373.2877748831473,0,0,19,20.55,-0.6630076976305446,0.3770720091178388,0.08869044999600843
2026-05-08T08:30:00Z,1778229000,79716.2,79951.5,79708.8,79849.3,48,17.07,0,0,-31,-31,-30.741065963782244,-17,-15.60775823507012,-510.2756263409538,-572.4914391036316,-500,-37.66233185488796,373.28755016936384,0,0,18.95,20.56,-0.41002679598232955,0.1452086180525306,0.08344912200181863
2026-05-08T09:00:00Z,1778230800,79849.2,80044.6,79788,79869.5,48,17.07,0,0,-31,-31,-30.792852771025796,-17,-15.886206588056096,-511.75189771080954,-572.6494637094657,-500,-37.66384947130175,373.28740036017484,0,0,18.89,20.5,-0.9376547366122667,0.4952250564766698,-0.281499246411924
2026-05-08T09:30:00Z,1778232600,79869.6,79897.3,79743.3,79826.3,48,17.07,0,0,-31,-31,-30.834282216820636,-17,-16.108965270444877,-513.1481480880652,-572.7931316167906,-500,-37.664861215577616,373.2873004873822,0,0,18.95,20.55,-1.0389146766423547,0.3438995369164623,-0.8137387119083214
2026-05-08T10:00:00Z,1778234400,79826.2,79997.8,79729.5,79860.3,48,17.07,0,0,-31,-31,-30.86742577345651,-17,-16.287172216355902,-514.6144113392116,-572.9202326136063,-500,-37.66553571176153,373.2872339055204,0,0,18.93,20.51,-0.8156860412200869,0.30260639615486434,-0.6350968714109942
2026-05-08T10:30:00Z,1778236200,79860.4,80252.9,79856.9,80162.3,48,17.07,0,0,-31,-31,-30.893940618765207,-18,-16.62973777308472,-516.0534793339291,-573.1018283524483,-500,-37.66598537588413,373.28718951761255,0,0,18.9,20.55,0.08570621837153863,-0.02501599032327861,-0.5355453180905585
2026-05-08T11:00:00Z,1778238000,80162.3,80287,80135.4,80250.9,48,17.07,0,0,-31,-31,-30.915152495012165,-18,-16.903790218467776,-517.5144379329016,-573.2404672116452,-500,-37.666285151965866,373.28715992567396,0,0,18.92,20.52,0.1983544199536308,0.13547448522646466,-0.12901998834588904
2026-05-08T11:30:00Z,1778239800,80250.9,80285.2,80080.3,80181.9,48,17.07,0,0,-31,-31,-30.932121996009734,-18,-17.12303217477422,-518.890137752383,-573.393724755769,-500,-37.666485002687025,373.2871401977149,0,0,18.9,20.52,0.19764477341740522,-0.24474884467632618,0.09675020801860439
2026-05-08T12:00:00Z,1778241600,80181.8,80277,80090.7,80271.6,48,17.07,0,0,-31,-31,-30.945697596807786,-18,-17.298425739819375,-520.1659979387136,-573.527731682886,-500,-37.66661823650113,373.28712704574224,0,0,18.92,20.52,0.0808411347962585,0.22415424136056455,-0.1929837433624346
2026-05-08T12:30:00Z,1778243400,80271.7,80478,79922,79987.6,48,17.07,0,0,-31,-31,-30.95655807744623,-19,-17.638740591855502,-521.5698316813542,-573.65758983459,-500,-37.666707059043866,373.28711827776044,0,0,18.95,20.55,-0.7850849866939859,-0.05838587400374417,0.12169898921463476
2026-05-08T13:00:00Z,1778245200,79987.7,80053.9,79550,79569.4,48,17.07,0,0,-31,-31,-30.965246461956983,-19,-17.910992473484402,-522.9781408301062,-573.7884767235424,-500,-37.66676627407236,373.28711243243924,0,0,18.9,20.5,-2.124634666141757,-0.2296525315036977,-0.033068026522264836
2026-05-08T13:30:00Z,1778247000,79569.5,79799.7,79507.6,79612.4,48,17.07,0,0,-31,-31,-30.972197169565586,-19,-18.12879397878752,-524.5788586639343,-573.8974550637977,-500,-37.66680575075802,373.2871085355584,0,0,18.85,20.42,-1.878095975048701,0.838271593455561,-0.5198963038808966
2026-05-08T14:00:00Z,1778248800,79612.3,80424.4,79612.3,80033.2,48,17.07,0,0,-31,-31,-30.977757735652467,-19,-18.303035183030016,-525.848973851955,-573.9383333900479,-500,-37.666832068548466,373.2871059376379,0,0,19.05,20.55,-0.8455214560823409,0.9542792315654822,1.0259024775753192
2026-05-08T14:30:00Z,1778250600,80033.2,80265.1,79744.2,80114.4,48,17.07,0,0,-31,-31,-30.982206188521975,-19,-18.442428146424014,-525.4059350874212,-573.9324077599176,-500,-37.66684961374209,373.2871042056908,0,0,19.17,20.62,-0.8775368754727139,1.026593246213143,1.7416789638981556
2026-05-08T15:00:00Z,1778252400,80114.3,80173.2,79587.2,79683.4,48,17.07,0,0,-31,-31,-30.98576495081758,-20,-18.753942517139212,-524.9206637395421,-573.9007249150891,-500,-37.66686131053784,373.2871030510595,0,0,19.2,20.62,-0.31546076913430177,1.0899395109552448,1.748114374723064
2026-05-08T15:30:00Z,1778254200,79683.4,80158.7,79585,80119.1,48,17.07,0,0,-31,-31,-30.98861196065406,-20,-19.00315401371137,-524.3701827876939,-573.891537488757,-500,-37.66686910840168,373.2871022813053,0,0,19.2,20.65,0.9282822349600723,1.2545212596316841,2.31391987667204
2026-05-08T16:00:00Z,1778256000,80119.1,80164.6,79875.3,79903.8,48,17.07,0,0,-31,-31,-30.99088956852325,-23,-19.802523210969095,-523.9288903446134,-573.8369517273385,-500,-37.77084429574936,365.8872978484493,0,0,19.16,20.55,0.6492129024834846,0.37368102502356926,2.419589111413227
2026-05-08T16:30:00Z,1778257800,79903.8,79909.6,79706,79768.7,48,17.07,0,0,-31,-31,-30.9927116548186,-24,-20.642018568775278,-523.4395358848152,-573.7843877288266,-500,-37.84016108731448,360.954094893212,0,0,19.25,20.65,0.16467893549514617,-0.23426597546391617,1.520635285582577
2026-05-08T17:00:00Z,1778259600,79768.7,80013,79692.4,79968.8,48,17.07,0,0,-31,-31,-30.99416932385488,-26,-21.71361485502022,-523.0359474688183,-573.7463436575224,-500,-37.88637228169123,357.6652929230538,0,0,19.26,20.68,-0.13531762834321096,0.19489883712375197,0.6713387866378744
2026-05-08T17:30:00Z,1778261400,79968.8,80230,79937,80030.5,48,17.07,0,0,-31,-31,-30.995335459083904,-27,-22.770891884016176,-522.6340294964446,-573.7288083575868,-500,-37.91717974460906,355.47275827628164,0,0,19.3,20.75,0.38711497271350137,-0.016849519191384568,0.7348245363380177
2026-05-08T18:00:00Z,1778263200,80030.4,80266.6,80024.1,80200,48,17.07,0,0,-31,-31,-30.996268367267124,-27,-23.616713507212943,-522.2871074438048,-573.671286449689,-500,-37.93771805322094,354.0110685117669,0,0,19.3,20.7,-0.21642919076029143,0.42684180205977423,0.7212241217764088
2026-05-08T18:30:00Z,1778265000,80200,80258.5,80029.9,80044.4,48,17.07,0,0,-31,-31,-30.9970146938137,-28,-24.493370805770354,-521.9040187898144,-573.5337565546114,-500,-37.951410258962206,353.0366086687571,0,0,19.3,20.6,0.37941623999010154,-1.1572691071584291,1.012947111531328
2026-05-08T19:00:00Z,1778266800,80044.4,80104.7,79903.8,79993,48,17.07,0,0,-31,-31,-30.99761175505096,-28,-25.194696644616283,-521.314291910051,-573.3955343033784,-500,-37.96053839612305,352.3869687734172,0,0,19.3,20.6,0.012372798061802345,-0.46322778183621355,0.34010766768167977
2026-05-08T19:30:00Z,1778268600,79993,80152.1,79982.2,80147.7,48,17.07,0,0,-31,-31,-30.99808940404077,-28,-25.755757315693025,-522.4077762945408,-573.3396753787063,-500,-37.96662382089694,351.95387550985726,0,0,19.25,20.65,0.6790436793430769,-0.4185309010191795,-0.10239134533588146
2026-05-08T20:00:00Z,1778270400,80147.9,80260.9,80106.3,80220,48,17.18,0,0,-31,-31,-30.998471523232617,-29,-26.40460585255442,-523.4857439654487,-573.3940679583593,-500,-37.970680770746206,351.66514666748395,0,0,19.13,20.66,-0.05590417095287928,-0.0192756341246942,-1.275421085409565
2026-05-08T20:30:00Z,1778272200,80220,80240.5,80044.7,80104,48,17.18,0,0,-31,-31,-30.998777218586092,-29,-26.923684682043536,-524.5481851968177,-573.4486929455893,-500,-37.973385403979044,351.4726607725685,0,0,19.1,20.63,0.023322109370596752,-0.48085548763714164,-1.4715596282830494
2026-05-08T21:00:00Z,1778274000,80104,80204.4,80072.9,80155,48,17.18,0,0,-31,-31,-30.999021774868872,-33,-28.13894774563483,-525.5951047351173,-573.501638060946,-500,-37.97518849280094,340.3818951195707,0,0,19.1,20.63,-0.4696703373053057,0.6460644144958375,-1.4460591371844584
2026-05-08T21:30:00Z,1778275800,80155,80225,80120.7,80222.1,48,17.18,0,0,-31,-31,-30.999217419895096,-35,-29.511158196507864,-526.6265211036629,-573.5529203137695,-500,-37.97639055201554,332.9880513509055,0,0,19.1,20.63,-0.5919706608580282,0.49331048683782036,-1.4136631328241611
2026-05-08T22:00:00Z,1778277600,80222.2,80376,80187.4,80304.5,48,17.18,0,0,-31,-31,-30.999373935916076,-37,-31.00892655720629,-527.6424582333308,-573.6025044227639,-500,-37.97719192482526,328.0588221717953,0,0,19.1,20.63,-0.7189294809683968,-0.19725055404108688,-1.0357299029828413
2026-05-08T22:30:00Z,1778279400,80304.5,80335.5,80226.8,80234.1,48,17.18,0,0,-31,-31,-30.99949914873286,-38,-32.40714124576503,-528.6429819519452,-573.6503634482831,-500,-37.977726173365085,324.77266938572194,0,0,19.1,20.63,-0.4621963433954851,-0.19106902459579017,-0.16371451273388501
2026-05-08T23:00:00Z,1778281200,80234.2,80254.5,80109.7,80151.5,48,17.18,0,0,-31,-31,-30.999599318986288,-38,-33.52571299661203,-529.6281392561314,-573.6965471230079,-500,-37.9780823390583,322.581900861673,0,0,19.1,20.63,-0.1137478289235048,-0.14122134576950485,0.058040877191292944
2026-05-08T23:30:00Z,1778283000,80151.6,80161.2,80063.8,80155.2,48,17.18,0,0,-31,-31,-30.999679455189032,-39,-34.620570397289626,-530.5979912879834,-573.7411038527675,-500,-37.978319782853774,321.121388512307,0,0,19.1,20.63,-0.1273359152794522,-0.1427987620458363,0.061719430631458405
2026-05-09T00:00:00Z,1778284800,80155.2,80172.9,80080,80114.6,48,17.18,0,0,-31,-31,-30.999743564151224,-39,-35.4964563178317,-531.552607605083,-573.7840468709237,-500,-37.97847807871742,320.1477136127297,0,0,19.1,20.63,-0.1319760821328408,-0.15156643803312908,0.05885390164923827
2026-05-09T00:30:00Z,1778286600,80114.6,80200,80114.6,80193.3,48,17.18,0,0,-31,-31,-30.999794851320978,-40,-36.39716505426536,-532.4920762890414,-573.825377659391,-500,-37.97858360929319,319.4985970130115,0,0,19.1,20.63,-0.1337411078217136,-0.16543336486461702,0.05957997019682701
2026-05-09T01:00:00Z,1778288400,80193.3,80315.9,80177.4,80225.8,48,17.18,0,0,-31,-31,-30.999835881056782,-40,-37.11773204341229,-533.4165162670768,-573.8651285230535,-500,-37.978653963010366,319.06585261319935,0,0,19.1,20.63,-0.1265573803368317,-0.17215505148818808,0.06400091252399935
2026-05-09T01:30:00Z,1778290200,80225.9,80405,80221.7,80280,48,17.18,0,0,-31,-31,-30.999868704845426,-40,-37.694185634729834,-534.3260489732073,-573.9032922623908,-500,-37.978700865488484,318.77735634665794,0,0,19.1,20.63,-0.10892574992253053,-0.17892560526824525,0.06843399722390336
2026-05-09T02:00:00Z,1778292000,80280.1,80432.1,80280,80387.6,48,17.18,0,0,-31,-31,-30.99989496387634,-40,-38.15534850778387,-535.2207794148915,-573.9399088420216,-500,-37.97873213380723,318.585025502297,0,0,19.1,20.63,-0.09399722524893653,-0.18523351586977033,0.06916493913334842
2026-05-09T02:30:00Z,1778293800,80387.6,80448.2,80321.2,80379.2,48,17.18,0,0,-31,-31,-30.99991597110107,-40,-38.524278806227095,-536.1008140041669,-573.9750656754983,-500,-37.97875297935306,318.4568049393897,0,0,19.1,20.63,-0.09729150616004141,-0.17890407596559765,0.06557452987977468
2026-05-09T03:00:00Z,1778295600,80379.2,80542,80322.6,80393,48,17.18,0,0,-31,-31,-30.999932776880858,-40,-38.819423044981676,-536.9662780147879,-574.0087753493041,-500,-37.97876687638362,318.37132456411814,0,0,19.1,20.63,-0.11361559300434926,-0.17257133691508664,0.05986308081191529
2026-05-09T03:30:00Z,1778297400,80393,80393.1,80261.2,80340.6,48,17.18,0,0,-31,-31,-30.999946221504686,-40,-39.05553843598534,-537.8172968623986,-574.0410902769614,-500,-37.978776141070654,318.31433764727046,0,0,19.1,20.63,-0.13264483494416227,-0.16361729593521937,0.05555337196243964
2026-05-09T04:00:00Z,1778299200,80340.7,80641.8,80340.7,80427.9,48,17.18,0,0,-31,-31,-30.999956977203748,-40,-39.244430748788275,-538.6540117492539,-574.0720568232392,-500,-37.978782317528676,318.276346369372,0,0,19.1,20.63,-0.15953930870700084,-0.1564385127370415,0.04770829985952613
2026-05-09T04:30:00Z,1778301000,80427.8,80428.8,80325.7,80345,48,17.18,0,0,-31,-31,-30.999965581763,-40,-39.39554459903062,-539.4765664618802,-574.1016117733012,-500,-37.97878643516736,318.25101885077305,0,0,19.1,20.63,-0.1680131231099457,-0.1492462242225568,0.04336641130280678
2026-05-09T05:00:00Z,1778302800,80345,80439.3,80303.1,80397,48,17.18,0,0,-31,-31,-30.9999724654104,-40,-39.5164356792245,-540.285113418877,-574.1297688372863,-500,-37.97878918025981,318.23413383837374,0,0,19.1,20.63,-0.1670521798756148,-0.1450024994006717,0.03544305173115939
2026-05-09T05:30:00Z,1778304600,80396.9,80445,80330,80331.4,48,17.18,0,0,-31,-31,-30.99997797232832,-40,-39.6131485433796,-541.0798075381847,-574.1564776934702,-500,-37.97879101032145,318.22287716344084,0,0,19.1,20.63,-0.14778048606052618,-0.1409764748451923,0.029624756188665856
2026-05-09T06:00:00Z,1778306400,80331.4,80393.4,80256,80273.5,48,17.18,0,0,-31,-31,-30.999982377862658,-41,-39.890518834703684,-541.8608033600424,-574.181693632719,-500,-37.97879223036254,318.2153727134856,0,0,19.1,20.63,-0.13645414879076753,-0.1382688204985632,0.02597301484670567
2026-05-09T06:30:00Z,1778308200,80273.6,80326.6,80154.5,80214.9,48,17.18,0,0,-31,-31,-30.999985902290128,-41,-40.112415067762946,-542.6282598128734,-574.2054649253669,-500,-37.978793043723265,318.21036974684876,0,0,19.1,20.63,-0.12727780329556124,-0.1333806772022329,0.022307924757260778
2026-05-09T07:00:00Z,1778310000,80215,80268.4,80084.3,80202.4,48,17.18,0,0,-31,-31,-30.999988721832104,-41,-40.289932054210354,-543.3823371946233,-574.2276582546061,-500,-37.97879358596375,318.2070344357575,0,0,19.1,20.63,-0.1229974143211313,-0.12957413388612765,0.020837373988909984
2026-05-09T07:30:00Z,1778311800,80202.4,80240,80126.9,80181.7,48,17.18,0,0,-30,-30,-30.799990977465683,-41,-40.43194564336828,-544.1232063837347,-574.2482472502813,-500,-37.978793947457405,318.20481089503005,0,0,19.1,20.63,-0.11957148156149125,-0.12555006818192277,0.021576351293324934
2026-05-09T08:00:00Z,1778313600,80181.6,80381.3,80171.6,80371.1,48,17.18,0,0,-30,-30,-30.639992781972545,-41,-40.545556514694624,-544.8510363797939,-574.2672516503302,-500,-37.97879418845318,318.2033285345451,0,0,19.1,20.63,-0.12221175176041232,-0.12240287631372045,0.021576351293324924
2026-05-09T08:30:00Z,1778315400,80371.1,80422.3,80360,80378.1,48,17.18,0,0,-30,-30,-30.511994225578036,-41,-40.6364452117557,-545.565996845085,-574.2846838308259,-500,-37.97879434911703,318.20234029422176,0,0,19.1,20.63,-0.12816862120162892,-0.11686807111731938,0.014251523258433083
2026-05-09T09:00:00Z,1778317200,80378,80383,80191.1,80222,48,17.18,0,0,-30,-30,-30.409595380462427,-41,-40.70915616940456,-546.2682610894651,-574.3005590744945,-500,-37.97879445622626,318.20168146733954,0,0,19.1,20.63,-0.1500306445560498,-0.10962633414771672,0.014992089658829515
2026-05-09T09:30:00Z,1778319000,80222,80247.3,80166.1,80199.9,48,17.18,0,0,-30,-30,-30.32767630436994,-41,-40.767324935523646,-546.9580011148842,-574.314980313519,-500,-37.97879452763242,318.20124224941804,0,0,19.1,20.63,-0.1624525424283482,-0.101518406554108,0.020193005755996852
2026-05-09T10:00:00Z,1778320800,80199.9,80217.7,80124.8,80169,48,17.18,0,0,-30,-30,-30.26214104349595,-41,-40.813859948418916,-547.6353893269709,-574.3278410629841,-500,-37.97879457523651,318.2009494374704,0,0,19.1,20.63,-0.17929819273247452,-0.09769627521685478,0.02692337745160599
2026-05-09T10:30:00Z,1778322600,80169.1,80317.6,80169,80232.7,48,17.18,0,0,-30,-30,-30.20971283479676,-41,-40.851087958735135,-548.3006035058044,-574.3391453249624,-500,-37.978794606972585,318.20075422950526,0,0,19.1,20.63,-0.18531574558180738,-0.09655694524173838,0.03445494391381562
2026-05-09T11:00:00Z,1778324400,80232.8,80349.9,80220,80309.1,48,17.18,0,0,-30,-30,-30.16777026783741,-41,-40.880870366988106,-548.9538224843766,-574.3489498042669,-500,-37.97879462812997,318.2006240908619,0,0,19.1,20.63,-0.1760273465295995,-0.09934185394549466,0.04051267475617891
2026-05-09T11:30:00Z,1778326200,80309.2,80336.4,80297.2,80310.4,48,17.18,0,0,-30,-30,-30.134216214269927,-41,-40.90469629359048,-549.59522166674,-574.3573476604124,-500,-37.97879464223489,318.20053733176627,0,0,19.1,20.63,-0.15783454368806035,-0.10671674471297014,0.04657738662782333
2026-05-09T12:00:00Z,1778328000,80310.4,80388,80235.3,80375,48,17.18,0,0,-30,-30,-30.10737297141594,-41,-40.92375703487239,-550.2249804940791,-574.3644278490019,-500,-37.97879465163816,318.20047949236925,0,0,19.1,20.63,-0.15279261674759653,-0.11339961978966796,0.04287882698286483
2026-05-09T12:30:00Z,1778329800,80375.1,80376.1,80289.9,80367.2,48,17.18,0,0,-30,-30,-30.085898377132754,-41,-40.93900562789791,-550.8432786107759,-574.370157863708,-500,-37.97879465790702,318.2004409327712,0,0,19.1,20.63,-0.13716087529913254,-0.11621988400547993,0.04287882698286483
2026-05-09T13:00:00Z,1778331600,80367.2,80382,80301.9,80314.3,48,17.18,0,0,-30,-30,-30.068718701706203,-41,-40.95120450231833,-551.4503003555561,-574.3744453128817,-500,-37.97879466208625,318.2004152263725,0,0,19.1,20.63,-0.1332549429570483,-0.117621342207348,0.04287882698286485
2026-05-09T13:30:00Z,1778333400,80314.3,80359.4,80274.7,80359.4,48,17.18,0,0,-30,-30,-30.054974961364962,-41,-40.960963601854665,-552.0462182289659,-574.3774521505803,-500,-37.97879466487241,318.2003980887734,0,0,19.1,20.63,-0.13257383682921056,-0.11738988731739886,0.04438134457189084
2026-05-09T14:00:00Z,1778335200,80359.4,80395,80200.2,80279.9,48,17.18,0,0,-30,-30,-30.04397996909197,-41,-40.968770881483735,-552.6311849619472,-574.3790504449267,-500,-37.97879466672985,318.20038666370726,0,0,19.1,20.63,-0.13617611825638687,-0.11156557577566965,0.03774971174350782
2026-05-09T14:30:00Z,1778337000,80280,80336.4,80200.2,80292.4,48,17.18,0,0,-30,-30,-30.035183975273576,-41,-40.97501670518699,-553.2053857608031,-574.3791661074915,-500,-37.978794667968145,318.20037904699655,0,0,19.1,20.63,-0.1394813958047694,-0.10551618276071772,0.037749711743507816
2026-05-09T15:00:00Z,1778338800,80292.3,80380.1,80190,80374.9,48,17.18,0,0,-30,-30,-30.02814718021886,-41,-40.98001336414959,-553.76900237545,-574.3778219163418,-500,-37.97879466879367,318.2003739691894,0,0,19.1,20.63,-0.14877568633999935,-0.10187915207344832,0.03036443191085009
2026-05-09T15:30:00Z,1778340600,80375,80566,80374.9,80488.3,48,17.18,0,0,-30,-30,-30.022517744175087,-41,-40.984010691319675,-554.3222146171349,-574.3750404173234,-500,-37.97879466934402,318.2003705839846,0,0,19.1,20.63,-0.15149809360124564,-0.10785357488459674,0.019258947488320428
2026-05-09T16:00:00Z,1778342400,80488.3,80796.9,80440,80614.1,48,17.18,0,0,-30,-30,-30.01801419534007,-41,-40.98720855305574,-554.8651988332916,-574.3708660647682,-500,-37.97879466971092,318.2003683271814,0,0,19.1,20.63,-0.1568502773917278,-0.11068551087898014,0.01174485737292206
2026-05-09T16:30:00Z,1778344200,80614.1,80622.4,80544.7,80576.1,48,17.18,0,0,-30,-30,-30.014411356272056,-41,-40.98976684244459,-555.3981364204437,-574.3651848648701,-500,-37.978794669955526,318.20036682264595,0,0,19.1,20.63,-0.16610884579724608,-0.1028889175361968,0.004169975052938739
2026-05-09T17:00:00Z,1778346000,80576.1,80794.6,80576.1,80778.4,48,17.18,0,0,-30,-30,-30.011529085017646,-41,-40.99181347395567,-555.9212045167021,-574.358035038549,-500,-37.97879467011859,318.20036581962233,0,0,19.1,20.63,-0.15183386308785451,-0.10692921571018658,0.006448214553583714
2026-05-09T17:30:00Z,1778347800,80778.4,80891,80673.8,80766,48,17.18,0,0,-30,-30,-30.009223268014118,-41,-40.99345077916454,-556.4345717128912,-574.3494386520612,-500,-37.9787946702273,318.2003651509399,0,0,19.1,20.63,-0.13629674189146695,-0.11808238025263111,0.017983549004229226
2026-05-09T18:00:00Z,1778349600,80765.8,81024.1,80744.3,81000.1,48,17.18,0,0,-30,-30,-30.007378614411294,-41,-40.99476062333163,-556.9384078396761,-574.3395995471192,-500,-37.97879467029978,318.2003647051516,0,0,19.1,20.63,-0.11566439498801954,-0.12343533095402127,0.025745328972325905
2026-05-09T18:30:00Z,1778351400,81000,81043.2,80814.7,80865.1,48,17.18,0,0,-30,-30,-30.005902891529036,-41,-40.995808498665305,-557.4328824989699,-574.3285810243057,-500,-37.978794670348094,318.20036440795946,0,0,19.1,20.63,-0.09038980908875137,-0.15169155456117384,0.033558225476423155
2026-05-09T19:00:00Z,1778353200,80865.1,80890,80733.3,80782.8,48,17.18,0,0,-30,-30,-30.00472231322323,-42,-41.19664679893224,-557.9181638361434,-574.3163736527505,-500,-37.9787946703803,318.2003642098313,0,0,19.1,20.63,-0.043564300301574356,-0.2438401979936819,0.06313618354392381
2026-05-09T19:30:00Z,1778355000,80782.8,80928.3,80750.2,80896.9,48,17.18,0,0,-30,-30,-30.003777850578583,-42,-41.357317439145795,-558.3944203612688,-574.3031814020892,-500,-37.978794670401776,318.2003640777459,0,0,19.1,20.63,-0.01627059966537808,-0.30562531698405504,0.05300620510887636
2026-05-09T20:00:00Z,1778356800,80897.1,80900,80722.5,80748.3,48,17.18,0,0,-30,-30,-30.003022280462865,-42,-41.485853951316635,-558.86181867766,-574.2889491014453,-500,-37.97879467041609,318.200363989689,0,0,19.1,20.63,0.010689031062041804,-0.36412569865822675,0.03746625522978566
2026-05-09T20:30:00Z,1778358600,80748.3,80784,80688,80764.6,48,17.18,0,0,-30,-30,-30.00241782437029,-42,-41.58868316105331,-559.3205230632412,-574.2736891583751,-500,-37.978794670425636,318.20036393098434,0,0,19.1,20.63,0.03443814312217786,-0.41805784225366205,0.028620875175159176
2026-05-09T21:00:00Z,1778360400,80764.6,80856.9,80738.2,80777.8,48,17.18,0,0,-30,-30,-30.00193425949623,-42,-41.67094652884265,-559.7706954374559,-574.2574078627349,-500,-37.978794670431995,318.2003638918479,0,0,19.1,20.63,0.05798350370005072,-0.4526599189255288,0.03692253174282063
2026-05-09T21:30:00Z,1778362200,80777.8,80779.2,80700,80735.8,48,17.18,0,0,-30,-30,-30.001547407596984,-42,-41.73675722307412,-560.2124953337596,-574.2401113713246,-500,-37.97879467043624,318.20036386575697,0,0,19.1,20.63,0.07659333498910055,-0.43981016315076404,0.008885251562340764
